id,api_id,detail,fastest_lap_rank,grid,is_classified,is_eligible_for_points,laps_completed,points,position,round_entry_id,session_id,status,time
12868,sessionentry_aJJLYEZI,Alternator,,15,f,t,14,0,22,12868,1489,11,
12869,sessionentry_ArIeW4C8,Throttle,,21,f,t,5,0,23,12869,1489,11,
12870,sessionentry_KDEvSwsd,Halfshaft,,24,f,t,3,0,24,12870,1489,11,
12871,sessionentry_f0en0viL,Spun off,,18,f,t,0,0,25,12871,1489,10,
12872,sessionentry_jqPF58ab,Withdrew,,0,f,t,0,0,26,12872,1489,30,
12880,sessionentry_ohKx8ZT6,Finished,,2,t,t,73,9,1,12880,1492,0,01:48:01.461
12881,sessionentry_BWX9liOv,Finished,,3,t,t,73,6,2,12881,1492,0,01:48:23.525
12882,sessionentry_FNpHeSOo,Finished,,9,t,t,73,4,3,12882,1492,0,01:48:36.335
12883,sessionentry_evSLjYu5,Finished,,7,t,t,73,3,4,12883,1492,0,01:48:44.757
12884,sessionentry_hSBoWW9d,Finished,,6,t,t,73,2,5,12884,1492,0,01:48:58.991
12885,sessionentry_EFkKF5bQ,Finished,,15,t,t,73,1,6,12885,1492,0,01:49:05.189
12886,sessionentry_g8W8HqI9,+1 Lap,,20,t,t,72,0,7,12886,1492,1,
12887,sessionentry_QdtIiIRf,+1 Lap,,12,t,t,72,0,8,12887,1492,1,
12888,sessionentry_qn9Kn1Kd,+1 Lap,,23,t,t,72,0,9,12888,1492,1,
12889,sessionentry_gZNSa0kx,+2 Laps,,25,t,t,71,0,10,12889,1492,1,
12890,sessionentry_w40TUrkA,Gearbox,,10,f,t,63,0,11,12890,1492,11,
12891,sessionentry_GXe4HwC3,Physical,,19,f,t,59,0,12,12891,1492,11,
12892,sessionentry_f3UEo2ct,Collision,,5,f,t,56,0,13,12892,1492,10,
12893,sessionentry_dh7spFQ0,Radiator,,1,f,t,53,0,14,12893,1492,11,
12894,sessionentry_oVetwGFr,Battery,,8,f,t,47,0,15,12894,1492,11,
12895,sessionentry_bmK9Ls4w,Engine,,17,f,t,47,0,16,12895,1492,11,
12896,sessionentry_cGIwbp7l,Wheel bearing,,21,f,t,45,0,17,12896,1492,11,
12897,sessionentry_XfIJY74m,Spun off,,11,f,t,41,0,18,12897,1492,10,
12898,sessionentry_6yYlytYj,Spun off,,13,f,t,22,0,19,12898,1492,10,
12899,sessionentry_uxppANkd,Gearbox,,18,f,t,20,0,20,12899,1492,11,
12900,sessionentry_FM2ajLYr,Spun off,,14,f,t,13,0,21,12900,1492,10,
12901,sessionentry_KjgM1QgG,Engine,,22,f,t,5,0,22,12901,1492,11,
12902,sessionentry_4XWqz7qG,Collision,,24,f,t,5,0,23,12902,1492,10,
12903,sessionentry_vJIJLymD,Spun off,,4,f,t,0,0,24,12903,1492,10,
12904,sessionentry_66T0C1CN,Throttle,,16,f,t,0,0,25,12904,1492,11,
12905,sessionentry_CNbw3RnA,Injured,,0,f,t,0,0,26,12905,1492,30,
12913,sessionentry_wC7MJYwt,Finished,,6,t,t,53,9,1,12913,1495,0,01:34:36.824
12914,sessionentry_vuDt1qVg,Finished,,8,t,t,53,6,2,12914,1495,0,01:34:44.047
12915,sessionentry_ebksNGFh,Finished,,9,t,t,53,4,3,12915,1495,0,01:34:59.293
12916,sessionentry_vJ3DjL7L,Finished,,7,t,t,53,3,4,12916,1495,0,01:35:13.082
12917,sessionentry_ID1Egw7w,Finished,,5,t,t,53,2,5,12917,1495,0,01:35:23.708
12918,sessionentry_tkeq9zoG,Finished,,14,t,t,53,1,6,12918,1495,0,01:35:49.174
12919,sessionentry_N2pydqWO,+1 Lap,,17,t,t,52,0,7,12919,1495,1,
12920,sessionentry_34a9eMqI,+1 Lap,,10,t,t,52,0,8,12920,1495,1,
12921,sessionentry_9oZiOVkB,+1 Lap,,23,t,t,52,0,9,12921,1495,1,
12922,sessionentry_2ObSe8U3,+1 Lap,,25,t,t,52,0,10,12922,1495,1,
12923,sessionentry_KKRbp0ZD,Gearbox,,11,f,t,38,0,11,12923,1495,11,
12924,sessionentry_9uCunmmv,Engine,,12,f,t,31,0,12,12924,1495,11,
12925,sessionentry_uKNyOslZ,Engine,,24,f,t,28,0,13,12925,1495,11,
12926,sessionentry_KK9WobSo,Transmission,,3,f,t,26,0,14,12926,1495,11,
12927,sessionentry_1rj8fRLo,Alternator,,19,f,t,24,0,15,12927,1495,11,
12928,sessionentry_M0dQc0gN,Engine,,18,f,t,24,0,16,12928,1495,11,
12929,sessionentry_tN69mY3l,Spun off,,20,f,t,18,0,17,12929,1495,10,
12930,sessionentry_YX3fKl4d,Ignition,,13,f,t,16,0,18,12930,1495,11,
12931,sessionentry_t5BjZDUL,Spun off,,26,f,t,13,0,19,12931,1495,10,
12932,sessionentry_lBMo3tz1,Engine,,16,f,t,5,0,20,12932,1495,11,
12933,sessionentry_6tqM4K8J,Clutch,,21,f,t,5,0,21,12933,1495,11,
12934,sessionentry_zNxbif8v,Spun off,,4,f,t,1,0,22,12934,1495,10,
12935,sessionentry_y0y2WTa9,Collision,,1,f,t,0,0,23,12935,1495,10,
12936,sessionentry_CGzxj4Bn,Collision,,2,f,t,0,0,24,12936,1495,10,
12937,sessionentry_TeFGaVNJ,Collision,,22,f,t,0,0,25,12937,1495,10,
12938,sessionentry_5zI188ar,Withdrew,,7,f,t,0,0,26,12938,1495,30,
12943,sessionentry_3weBCzDk,Finished,,7,t,t,81,9,1,12943,1498,0,01:49:44.57
12944,sessionentry_HHkcQdg5,Finished,,3,t,t,81,6,2,12944,1498,0,01:49:47.699
12945,sessionentry_yaVb1xyQ,Finished,,4,t,t,81,4,3,12945,1498,0,01:50:21.829
12946,sessionentry_5SRFi4yI,Finished,,2,t,t,81,3,4,12946,1498,0,01:50:31.432
12947,sessionentry_7OGxDtxp,Finished,,9,t,t,81,2,5,12947,1498,0,01:51:35.73
12948,sessionentry_FYogCoMY,+1 Lap,,6,t,t,80,1,6,12948,1498,1,
12949,sessionentry_87QzSQg8,+1 Lap,,8,t,t,80,0,7,12949,1498,1,
12950,sessionentry_kzxeU53t,+1 Lap,,5,t,t,80,0,8,12950,1498,1,
12951,sessionentry_hhc5Hwsr,+2 Laps,,10,t,t,79,0,9,12951,1498,1,
12952,sessionentry_plds57RW,+2 Laps,,12,t,t,79,0,10,12952,1498,1,
12953,sessionentry_c6LevQoZ,+3 Laps,,19,t,t,78,0,11,12953,1498,1,
12954,sessionentry_UzDpqVKF,+4 Laps,,17,t,t,77,0,12,12954,1498,1,
12955,sessionentry_zrKCrWi9,+7 Laps,,22,t,t,74,0,13,12955,1498,1,
12956,sessionentry_JBZyefQV,Engine,,21,f,t,68,0,14,12956,1498,11,
12957,sessionentry_iEynXVie,Spun off,,1,f,t,61,0,15,12957,1498,10,
12958,sessionentry_SumOasto,Engine,,26,f,t,58,0,16,12958,1498,11,
12959,sessionentry_nfSi6g1J,Clutch,,18,f,t,57,0,17,12959,1498,11,
12960,sessionentry_PjwokVGh,Spun off,,13,f,t,53,0,18,12960,1498,10,
12961,sessionentry_WPbeJF61,Throttle,,14,f,t,46,0,19,12961,1498,11,
12962,sessionentry_QHlnqaQ0,Gearbox,,11,f,t,43,0,20,12962,1498,11,
12963,sessionentry_3EZ5ytGy,Brakes,,16,f,t,27,0,21,12963,1498,11,
12964,sessionentry_V7DWJy7X,Electrical,,15,f,t,23,0,22,12964,1498,11,
12965,sessionentry_eROcqtEp,Gearbox,,23,f,t,21,0,23,12965,1498,11,
12966,sessionentry_oxLFLpEp,Gearbox,,20,f,t,20,0,24,12966,1498,11,
12967,sessionentry_Ly9JHQim,Spun off,,25,f,t,18,0,25,12967,1498,10,
12968,sessionentry_RBL04ZEr,Transmission,,24,f,t,6,0,26,12968,1498,11,
12973,sessionentry_sO8gunOo,Finished,,1,t,t,81,10,1,12973,1501,0,02:00:47.828
12974,sessionentry_lC4f2EIl,Finished,,2,t,t,81,6,2,12974,1501,0,02:01:04.15
12975,sessionentry_BkAFtRdB,Finished,,5,t,t,81,4,3,12975,1501,0,02:02:05.204
12976,sessionentry_JTuOsb12,Finished,,11,t,t,81,3,4,12976,1501,0,02:02:13.237
12977,sessionentry_pli3DoWB,+1 Lap,,16,t,t,80,2,5,12977,1501,1,
12978,sessionentry_GS6TsKBn,+2 Laps,,21,t,t,79,1,6,12978,1501,1,
12979,sessionentry_asEJdap4,+3 Laps,,17,t,t,78,0,7,12979,1501,1,
12980,sessionentry_PQYB0MZB,+4 Laps,,22,t,t,77,0,8,12980,1501,1,
12981,sessionentry_1mGIjejV,Engine,,15,t,t,75,0,9,12981,1501,11,
12982,sessionentry_1LvPBgfs,Engine,,14,t,t,75,0,10,12982,1501,11,
12983,sessionentry_dpJQCydE,+8 Laps,,12,t,t,73,0,11,12983,1501,1,
12984,sessionentry_l9yClAQ4,Gearbox,,6,t,t,72,0,12,12984,1501,11,
12985,sessionentry_4gSd7wCV,Engine,,13,t,t,59,0,13,12985,1501,11,
12986,sessionentry_Davy6IHY,Gearbox,,3,f,t,49,0,14,12986,1501,11,
12987,sessionentry_y181ppEt,Collision,,8,f,t,49,0,15,12987,1501,10,
12988,sessionentry_O7NiAZw0,Engine,,25,f,t,41,0,16,12988,1501,11,
12989,sessionentry_gI7XTNbQ,Gearbox,,18,f,t,40,0,17,12989,1501,11,
12990,sessionentry_ni5bzdk9,Engine,,20,f,t,40,0,18,12990,1501,11,
12991,sessionentry_IG6Yp5qU,Fuel pump,,7,f,t,36,0,19,12991,1501,11,
12992,sessionentry_OfXuZCl9,Gearbox,,4,f,t,35,0,20,12992,1501,11,
12993,sessionentry_T0jbIlTy,Gearbox,,23,f,t,34,0,21,12993,1501,11,
12994,sessionentry_WMSgjASb,Spun off,,24,f,t,32,0,22,12994,1501,10,
12995,sessionentry_NUUq6r46,Gearbox,,9,f,t,16,0,23,12995,1501,11,
12996,sessionentry_xetMt0Bq,Gearbox,,26,f,t,15,0,24,12996,1501,11,
12997,sessionentry_nAZ9KLoU,Gearbox,,10,f,t,12,0,25,12997,1501,11,
12998,sessionentry_Gjq9qo9v,Engine,,19,f,t,4,0,26,12998,1501,11,
13007,sessionentry_UDuG4WF5,Finished,,1,t,t,71,10,1,13007,1504,0,01:38:28.128
13008,sessionentry_Lj9lPyjr,Finished,,2,t,t,71,6,2,13008,1504,0,01:38:31.119
13009,sessionentry_MxvHTMJI,Finished,,4,t,t,71,4,3,13009,1504,0,01:38:33.544
13010,sessionentry_oQ13Leb0,Finished,,6,t,t,71,3,4,13010,1504,0,01:38:46.497
13011,sessionentry_j85WlNWx,Finished,,7,t,t,71,2,5,13011,1504,0,01:38:50.088
13012,sessionentry_Rev56wFF,Finished,,5,t,t,71,1,6,13012,1504,0,01:38:51.769
13013,sessionentry_Cb5IHMiX,+1 Lap,,14,t,t,70,0,7,13013,1504,1,
13014,sessionentry_fPlVSHuF,+2 Laps,,21,t,t,69,0,8,13014,1504,1,
13015,sessionentry_jLu3UDhu,+3 Laps,,22,t,t,68,0,9,13015,1504,1,
13016,sessionentry_0jLyPYOO,+3 Laps,,18,t,t,68,0,10,13016,1504,1,
13017,sessionentry_isrcbrUl,+3 Laps,,12,t,t,68,0,11,13017,1504,1,
13018,sessionentry_qTXGV83f,+4 Laps,,26,t,t,67,0,12,13018,1504,1,
13019,sessionentry_c5PCKlte,Fuel system,,10,t,t,63,0,13,13019,1504,11,
13020,sessionentry_qKqmAnxs,Gearbox,,3,f,t,59,0,14,13020,1504,11,
13021,sessionentry_jliHvw9A,Engine,,23,f,t,50,0,15,13021,1504,11,
13022,sessionentry_idxRhRyz,Spun off,,20,f,t,47,0,16,13022,1504,10,
13023,sessionentry_SVIe8PBr,Engine,,25,f,t,34,0,17,13023,1504,11,
13024,sessionentry_3YSM3hqf,Radiator,,11,f,t,33,0,18,13024,1504,11,
13025,sessionentry_wugMjt8B,Electrical,,19,f,t,22,0,19,13025,1504,11,
13026,sessionentry_V5q1iPNp,Engine,,13,f,t,20,0,20,13026,1504,11,
13027,sessionentry_mphfTR3u,Gearbox,,9,f,t,19,0,21,13027,1504,11,
13028,sessionentry_VG7slgGP,Transmission,,15,f,t,16,0,22,13028,1504,11,
13029,sessionentry_DnQ9Enqq,Spun off,,16,f,t,12,0,23,13029,1504,10,
13030,sessionentry_RX4hxKdR,Physical,,8,f,t,9,0,24,13030,1504,11,
13031,sessionentry_QNKYV50q,Suspension,,24,f,t,0,0,25,13031,1504,11,
13032,sessionentry_lzYEIPLS,Fuel pump,,17,f,t,0,0,26,13032,1504,11,
13041,sessionentry_FVgqs2jN,Finished,,1,t,t,61,10,1,13041,1507,0,01:35:14.75
13042,sessionentry_7K7LbXwP,Finished,,5,t,t,61,6,2,13042,1507,0,01:35:16.425
13043,sessionentry_vFQ6aT7P,+1 Lap,,16,t,t,60,4,3,13043,1507,1,
13044,sessionentry_zBaqKeeA,+2 Laps,,9,t,t,59,3,4,13044,1507,1,
13045,sessionentry_EsTdMeAH,+3 Laps,,25,t,t,58,2,5,13045,1507,1,
13046,sessionentry_sXJqnAEK,+3 Laps,,26,t,t,58,1,6,13046,1507,1,
13047,sessionentry_7F54Nqh9,+3 Laps,,24,t,t,58,0,7,13047,1507,1,
13048,sessionentry_cr8lZzhh,+3 Laps,,23,t,t,58,0,8,13048,1507,1,
13049,sessionentry_HQdgbRM7,Out of fuel,,21,t,t,57,0,9,13049,1507,11,
13050,sessionentry_7v724JtJ,+4 Laps,,19,t,t,57,0,10,13050,1507,1,
13051,sessionentry_Ma1l4G59,+4 Laps,,18,t,t,57,0,11,13051,1507,1,
13052,sessionentry_BRc4Gjhy,Engine,,15,t,t,55,0,12,13052,1507,11,
13053,sessionentry_wzWhPu5j,Engine,,13,t,t,54,0,13,13053,1507,11,
13054,sessionentry_TRUjOCfF,Transmission,,6,f,t,41,0,14,13054,1507,11,
13055,sessionentry_crPeqq7e,Gearbox,,11,f,t,37,0,15,13055,1507,11,
13056,sessionentry_cwQq9rLl,Suspension,,13,f,t,37,0,16,13056,1507,11,
13057,sessionentry_ANA8fDRn,Spun off,,22,f,t,24,0,17,13057,1507,10,
13058,sessionentry_GoIv2LwL,Engine,,17,f,t,17,0,18,13058,1507,11,
13059,sessionentry_JRey7BZT,Electrical,,2,f,t,17,0,19,13059,1507,11,
13060,sessionentry_5sAelUZ7,Transmission,,10,f,t,15,0,20,13060,1507,11,
13061,sessionentry_VIMZwmGn,Gearbox,,8,f,t,10,0,21,13061,1507,11,
13062,sessionentry_FuDWNzBl,Spun off,,7,f,t,2,0,22,13062,1507,10,
13063,sessionentry_BrLDSD5D,Spun off,,20,f,t,2,0,23,13063,1507,10,
13064,sessionentry_luFL4s3q,Spun off,,14,f,t,1,0,24,13064,1507,10,
13065,sessionentry_mIPMIXdn,Collision,,4,f,t,0,0,25,13065,1507,10,
13066,sessionentry_QD1NrIUb,Spun off,,3,f,t,0,0,26,13066,1507,30,
13075,sessionentry_iHwlmtOy,Finished,,1,t,t,78,10,1,13075,1510,0,01:53:02.334
13076,sessionentry_0PtpNQ8Y,Finished,,5,t,t,78,6,2,13076,1510,0,01:53:20.682
13077,sessionentry_FQ7oqBav,Finished,,9,t,t,78,4,3,13077,1510,0,01:53:49.789
13078,sessionentry_U79GvwBA,+1 Lap,,8,t,t,77,3,4,13078,1510,1,
13079,sessionentry_GWswOr71,+1 Lap,,7,t,t,77,2,5,13079,1510,1,
13080,sessionentry_H2JqGg7B,+1 Lap,,12,t,t,77,1,6,13080,1510,1,
13081,sessionentry_o6yIXfdg,+2 Laps,,16,t,t,76,0,7,13081,1510,1,
13082,sessionentry_NS9GQX9Q,+2 Laps,,23,t,t,76,0,8,13082,1510,1,
13083,sessionentry_aUiX8X82,+2 Laps,,13,t,t,76,0,9,13083,1510,1,
13084,sessionentry_sB7abRxn,+2 Laps,,26,t,t,76,0,10,13084,1510,1,
13085,sessionentry_zjS72kXE,+3 Laps,,21,t,t,75,0,11,13085,1510,1,
13086,sessionentry_jzMbyUeP,+6 Laps,,14,t,t,72,0,12,13086,1510,1,
13087,sessionentry_9WzU5LL7,Oil leak,,25,f,t,64,0,13,13087,1510,11,
13088,sessionentry_MZBZKe1I,Gearbox,,17,f,t,49,0,14,13088,1510,11,
13089,sessionentry_GNuTdVag,Throttle,,15,f,t,43,0,15,13089,1510,11,
13090,sessionentry_tZm07K81,Engine,,2,f,t,42,0,16,13090,1510,11,
13091,sessionentry_lgxy7DkH,Spun off,,3,f,t,42,0,17,13091,1510,10,
13092,sessionentry_pIEsaqb5,Spun off,,19,f,t,41,0,18,13092,1510,10,
13093,sessionentry_23FAKvpb,Engine,,22,f,t,39,0,19,13093,1510,11,
13094,sessionentry_RatQB95p,Spun off,,11,f,t,35,0,20,13094,1510,10,
13095,sessionentry_vMoMcEHT,Engine,,20,f,t,24,0,21,13095,1510,11,
13096,sessionentry_otGpDrs9,Throttle,,10,f,t,21,0,22,13096,1510,11,
13097,sessionentry_8ZEAbACW,Brakes,,18,f,t,12,0,23,13097,1510,11,
13098,sessionentry_xiFtwzp4,Gearbox,,24,f,t,9,0,24,13098,1510,11,
13099,sessionentry_jsbMghLH,Spun off,,6,f,t,9,0,25,13099,1510,10,
13100,sessionentry_LrQLEytX,Suspension,,4,f,t,0,0,26,13100,1510,11,
13109,sessionentry_sx3bpx78,Finished,,8,t,t,69,10,1,13109,1513,0,01:38:51.49
13110,sessionentry_9WTRYEDu,Finished,,9,t,t,69,6,2,13110,1513,0,01:39:23.322
13111,sessionentry_e5i4rNjM,Finished,,1,t,t,69,4,3,13111,1513,0,01:39:33.707
13112,sessionentry_EUXdoCoh,Finished,,11,t,t,69,3,4,13112,1513,0,01:40:11.7
13113,sessionentry_s3p4iQaF,Finished,,14,t,t,69,2,5,13113,1513,0,01:40:13.841
13114,sessionentry_cJ9uZdbp,Electrical,,2,t,t,68,1,6,13114,1513,11,
13115,sessionentry_yU5IRaXe,+1 Lap,,18,t,t,68,0,7,13115,1513,1,
13116,sessionentry_CzrdmIgm,+1 Lap,,26,t,t,68,0,8,13116,1513,1,
13117,sessionentry_YmJpjzTH,+1 Lap,,10,t,t,68,0,9,13117,1513,1,
13118,sessionentry_DlnIvMQ5,+2 Laps,,12,t,t,67,0,10,13118,1513,1,
13119,sessionentry_CeNKaAul,Engine,,23,f,t,61,0,11,13119,1513,11,
13120,sessionentry_1qairaeG,Engine,,17,f,t,50,0,12,13120,1513,11,
13121,sessionentry_zi7Orawz,Throttle,,25,f,t,48,0,13,13121,1513,11,
13122,sessionentry_vt6Jy1HM,Engine,,13,f,t,42,0,14,13122,1513,11,
13123,sessionentry_Gn7cyumP,Engine,,7,f,t,34,0,15,13123,1513,11,
13124,sessionentry_7s1I8beO,Gearbox,,19,f,t,29,0,16,13124,1513,11,
13125,sessionentry_AsHikOZK,Gearbox,,4,f,t,27,0,17,13125,1513,11,
13126,sessionentry_az3i60D5,Engine,,16,f,t,27,0,18,13126,1513,11,
13127,sessionentry_KluAdYLD,Alternator,,3,f,t,25,0,19,13127,1513,11,
13128,sessionentry_j3zkrjX8,Spun off,,24,f,t,21,0,20,13128,1513,10,
13129,sessionentry_jdSCCbYk,Engine,,20,f,t,21,0,21,13129,1513,11,
13130,sessionentry_17QcBcQ0,Spun off,,15,f,t,20,0,22,13130,1513,10,
13131,sessionentry_iUTjeaF2,Suspension,,5,f,t,10,0,23,13131,1513,11,
13132,sessionentry_BY7DjCzA,Injection,,6,f,t,4,0,24,13132,1513,11,
13133,sessionentry_KIyaKX1d,Fuel leak,,22,f,t,3,0,25,13133,1513,11,
13134,sessionentry_e4DHu34I,Throttle,,21,f,t,2,0,26,13134,1513,11,
13143,sessionentry_3XvNvRLx,Finished,,1,t,t,67,10,1,13143,1516,0,01:29:52.205
13144,sessionentry_EoI3DrSi,Finished,,2,t,t,67,6,2,13144,1516,0,01:29:53.541
13145,sessionentry_FuJ6TuEf,Finished,,3,t,t,67,4,3,13145,1516,0,01:30:49.561
13146,sessionentry_5g6E60sa,+1 Lap,,11,t,t,66,3,4,13146,1516,1,
13147,sessionentry_otenz1kz,+1 Lap,,9,t,t,66,2,5,13147,1516,1,
13148,sessionentry_jJczFyVA,+1 Lap,,23,t,t,66,1,6,13148,1516,1,
13149,sessionentry_itr3NnUt,+1 Lap,,14,t,t,66,0,7,13149,1516,1,
13150,sessionentry_foWJgaFT,+2 Laps,,10,t,t,65,0,8,13150,1516,1,
13151,sessionentry_jL4B6JLw,+2 Laps,,24,t,t,65,0,9,13151,1516,1,
13152,sessionentry_ceCzbAMw,+2 Laps,,25,t,t,65,0,10,13152,1516,1,
13153,sessionentry_A9GL0OCK,+2 Laps,,8,t,t,65,0,11,13153,1516,1,
13154,sessionentry_6FiYpBy6,+3 Laps,,13,t,t,64,0,12,13154,1516,1,
13155,sessionentry_uqlUlezm,Engine,,12,f,t,54,0,13,13155,1516,11,
13156,sessionentry_SXDr8yis,Spun off,,20,f,t,51,0,14,13156,1516,10,
13157,sessionentry_Q9wFayzX,Gearbox,,19,f,t,48,0,15,13157,1516,11,
13158,sessionentry_57yv2rd5,Wheel bearing,,6,f,t,44,0,16,13158,1516,11,
13159,sessionentry_JbZ2ExzK,Clutch,,4,f,t,42,0,17,13159,1516,11,
13160,sessionentry_C1utmVCQ,Engine,,16,f,t,30,0,18,13160,1516,11,
13161,sessionentry_EfvpZsGT,Engine,,26,f,t,24,0,19,13161,1516,11,
13162,sessionentry_214hWxYI,Wheel,,17,f,t,20,0,20,13162,1516,11,
13163,sessionentry_4ruwpflV,Engine,,22,f,t,19,0,21,13163,1516,11,
13164,sessionentry_gf20XXuH,Alternator,,7,f,t,16,0,22,13164,1516,11,
13165,sessionentry_gu0qWfYk,Engine,,18,f,t,15,0,23,13165,1516,11,
13166,sessionentry_bSA1eKlG,Engine,,21,f,t,13,0,24,13166,1516,11,
13167,sessionentry_ftulzl3f,Engine,,5,f,t,5,0,25,13167,1516,11,
13168,sessionentry_ClAFonH2,Spun off,,15,f,t,4,0,26,13168,1516,10,
13177,sessionentry_aVQgv43V,Finished,,4,t,t,72,10,1,13177,1519,0,01:38:00.056
13178,sessionentry_iwIAqoPY,Finished,,2,t,t,72,6,2,13178,1519,0,01:38:05.059
13179,sessionentry_kvkIUZN6,Finished,,3,t,t,72,4,3,13179,1519,0,01:38:34.99
13180,sessionentry_GxvGIbsd,Finished,,6,t,t,72,3,4,13180,1519,0,01:38:35.976
13181,sessionentry_4kHGxIZF,+1 Lap,,1,t,t,71,2,5,13181,1519,1,
13182,sessionentry_6Hy6bRP0,+1 Lap,,13,t,t,71,1,6,13182,1519,1,
13183,sessionentry_qchlrRcc,+2 Laps,,9,t,t,70,0,7,13183,1519,1,
13184,sessionentry_Nz4Gr1ye,+2 Laps,,7,t,t,70,0,8,13184,1519,1,
13185,sessionentry_fyzOVskd,+2 Laps,,12,t,t,70,0,9,13185,1519,1,
13186,sessionentry_Cu9CYU7p,+2 Laps,,20,t,t,70,0,10,13186,1519,1,
13187,sessionentry_gU2BYaTF,+2 Laps,,14,t,t,70,0,11,13187,1519,1,
13188,sessionentry_KErwM0oB,+3 Laps,,16,t,t,69,0,12,13188,1519,1,
13189,sessionentry_TQOPOwpQ,Physical,,8,f,t,63,0,13,13189,1519,11,
13190,sessionentry_sFtqQ0N8,Gearbox,,11,f,t,57,0,14,13190,1519,11,
13191,sessionentry_EK3OQWuq,Oil leak,,21,f,t,47,0,15,13191,1519,11,
13192,sessionentry_AkxT5MtD,Transmission,,23,f,t,43,0,16,13192,1519,11,
13193,sessionentry_H2YbxuYI,Tyre,,26,f,t,39,0,17,13193,1519,11,
13194,sessionentry_V15phMLD,Spun off,,17,f,t,36,0,18,13194,1519,10,
13195,sessionentry_bAlaC5qp,Transmission,,22,f,t,32,0,19,13195,1519,11,
13196,sessionentry_znGGetPf,Gearbox,,25,f,t,31,0,20,13196,1519,11,
13197,sessionentry_6o6vWXz7,Gearbox,,24,f,t,21,0,21,13197,1519,11,
13198,sessionentry_bBdal6Ca,Spun off,,18,f,t,12,0,22,13198,1519,10,
13199,sessionentry_b8sx2mPx,Collision,,10,f,t,8,0,23,13199,1519,10,
13200,sessionentry_1bRgN6s5,Spun off,,15,f,t,7,0,24,13200,1519,10,
13201,sessionentry_7YA10EbR,Engine,,5,f,t,6,0,25,13201,1519,11,
13202,sessionentry_oHvfMGYS,Spun off,,19,f,t,0,0,26,13202,1519,10,
13211,sessionentry_MIikqeWG,Finished,,1,t,t,59,10,1,13211,1522,0,01:27:35.479
13212,sessionentry_UPSjxLGi,Finished,,4,t,t,59,6,2,13212,1522,0,01:28:17.772
13213,sessionentry_N5n0dBxh,Finished,,5,t,t,59,4,3,13213,1522,0,01:28:35.629
13214,sessionentry_siau9I41,Out of fuel,,2,t,t,58,3,4,13214,1522,11,
13215,sessionentry_hHOARmhl,+1 Lap,,8,t,t,58,2,5,13215,1522,1,
13216,sessionentry_Rc1Skvwy,+1 Lap,,17,t,t,58,1,6,13216,1522,1,
13217,sessionentry_X5djQx3C,+1 Lap,,10,t,t,58,0,7,13217,1522,1,
13218,sessionentry_e20r3yHo,+1 Lap,,15,t,t,58,0,8,13218,1522,1,
13219,sessionentry_2oNJuhk4,+1 Lap,,23,t,t,58,0,9,13219,1522,1,
13220,sessionentry_sYOzgNwe,+2 Laps,,18,t,t,57,0,10,13220,1522,1,
13221,sessionentry_BTEq1CcR,+2 Laps,,20,t,t,57,0,11,13221,1522,1,
13222,sessionentry_IoQu1ADp,+2 Laps,,25,t,t,57,0,12,13222,1522,1,
13223,sessionentry_3opSYl7x,+3 Laps,,11,t,t,56,0,13,13223,1522,1,
13224,sessionentry_maIAU9fJ,Oil pressure,,24,t,t,55,0,14,13224,1522,11,
13225,sessionentry_3Vw6asLG,Engine,,12,f,t,52,0,15,13225,1522,11,
13226,sessionentry_8dO7vpmy,Spun off,,13,f,t,41,0,16,13226,1522,10,
13227,sessionentry_UMueIbhD,Collision,,6,f,t,31,0,17,13227,1522,10,
13228,sessionentry_4ceVUXZy,Collision,,22,f,t,29,0,18,13228,1522,10,
13229,sessionentry_TylPrvjT,Engine,,19,f,t,29,0,19,13229,1522,11,
13230,sessionentry_Rs9QjA8n,Throttle,,14,f,t,28,0,20,13230,1522,11,
13231,sessionentry_VSIKgFVh,Transmission,,26,f,t,25,0,21,13231,1522,11,
13232,sessionentry_7zMs5fmA,Chassis,,9,f,t,24,0,22,13232,1522,11,
13233,sessionentry_Z9RPx7J5,Gearbox,,7,f,t,21,0,23,13233,1522,11,
13234,sessionentry_bkM3JApm,Transmission,,21,f,t,21,0,24,13234,1522,11,
13235,sessionentry_X5oepwgd,Spun off,,16,f,t,16,0,25,13235,1522,10,
13236,sessionentry_VwRnOfhU,Collision,,3,f,t,1,0,26,13236,1522,10,
13245,sessionentry_Fb0CzQkE,Finished,,1,t,t,45,10,1,13245,1525,0,01:19:29.661
13246,sessionentry_pNjvGxqK,Finished,,4,t,t,45,6,2,13246,1525,0,01:19:43.44
13247,sessionentry_YzHlHBO8,Finished,,6,t,t,45,4,3,13247,1525,0,01:19:47.279
13248,sessionentry_p5RhpZax,Finished,,3,t,t,45,3,4,13248,1525,0,01:20:02.312
13249,sessionentry_oLnWrtqC,Finished,,7,t,t,45,2,5,13249,1525,0,01:20:47.198
13250,sessionentry_cV39akvz,Finished,,11,t,t,45,1,6,13250,1525,0,01:21:10.266
13251,sessionentry_RYPieEtL,Out of fuel,,2,t,t,44,0,7,13251,1525,11,
13252,sessionentry_jZWVDeEJ,+1 Lap,,9,t,t,44,0,8,13252,1525,1,
13253,sessionentry_am9OQGXQ,+1 Lap,,17,t,t,44,0,9,13253,1525,1,
13254,sessionentry_N9BSWqbJ,+1 Lap,,18,t,t,44,0,10,13254,1525,1,
